effect_id,master_id,predictor,outcome,time,effect_measure,estimate,ci_low,ci_high,p_value,studies_k,participants_n,events,model,heterogeneity,threshold,direction,adjusted,source_type,pdf,page_or_table,internal_discrepancy,extraction_provenance,analysis_cell,evidence_level,umbrella_role,pool_across_reviews,dependency_note,estimate_num,ci_low_num,ci_high_num,studies_k_num,participants_n_num,effect_family,display_estimate,display_ci_low,display_ci_high,null_value
FE-0084,FT-038,Timed Up and Go,Clinical response after trial CSF removal / shunt outcome where reported,Short after drainage; shunt follow-up varied,Sensitivity,0.89,0.79,0.95,NR,NÃO EXTRAÍVEL,NÃO EXTRAÍVEL,NR,Bivariate/random-effects summary where possible,NR,Study-specific change threshold,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.248–259; summary estimates,NO,CONSENSUS_3_REVIEWERS,TEMPORARY_CSF_TESTS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.89,0.7899999999999999,0.95,,,PROBABILITY,0.89,0.7899999999999999,0.95,
FE-0085,FT-038,Timed Up and Go,Clinical response after trial CSF removal / shunt outcome where reported,Short after drainage; shunt follow-up varied,Specificity,0.63,0.24,0.9,NR,NÃO EXTRAÍVEL,NÃO EXTRAÍVEL,NR,Bivariate/random-effects summary where possible,NR,Study-specific change threshold,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.248–259; summary estimates,NO,CONSENSUS_3_REVIEWERS,TEMPORARY_CSF_TESTS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.63,0.24,0.9,,,PROBABILITY,0.63,0.24,0.9,
FE-0086,FT-043,CSF tap test,Post-shunt response,≥3 months,PPV,0.92,0.73,1,NR,8,482,NR,Narrative aggregate/range; not formal meta-analysis,NR,Study-specific,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.122–128; abstract/Table 3,NO,CONSENSUS_3_REVIEWERS,TEMPORARY_CSF_TESTS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.92,0.73,1.0,8.0,482.0,PROBABILITY,0.92,0.73,1.0,
FE-0087,FT-043,CSF tap test,Post-shunt response,≥3 months,NPV,0.37,0.18,0.5,NR,8,482,NR,Narrative aggregate/range; not formal meta-analysis,NR,Study-specific,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.122–128; abstract/Table 3,NO,CONSENSUS_3_REVIEWERS,TEMPORARY_CSF_TESTS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.37,0.18,0.5,8.0,482.0,PROBABILITY,0.37,0.18,0.5,
FE-0088,FT-043,CSF tap test,Post-shunt response,≥3 months,Sensitivity,0.58,0.26,0.87,NR,8,482,NR,Narrative aggregate/range; not formal meta-analysis,NR,Study-specific,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.122–128; abstract/Table 3,NO,CONSENSUS_3_REVIEWERS,TEMPORARY_CSF_TESTS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.58,0.26,0.8700000000000001,8.0,482.0,PROBABILITY,0.58,0.26,0.8700000000000001,
FE-0089,FT-043,CSF tap test,Post-shunt response,≥3 months,Specificity,0.75,0.33,1,NR,8,482,NR,Narrative aggregate/range; not formal meta-analysis,NR,Study-specific,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.122–128; abstract/Table 3,NO,CONSENSUS_3_REVIEWERS,TEMPORARY_CSF_TESTS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.75,0.3299999999999999,1.0,8.0,482.0,PROBABILITY,0.75,0.3299999999999999,1.0,
FE-0090,FT-043,CSF tap test,Post-shunt response,≥3 months,Accuracy,0.62,0.45,0.83,NR,8,482,NR,Narrative aggregate/range; not formal meta-analysis,NR,Study-specific,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.122–128; abstract/Table 3,NO,CONSENSUS_3_REVIEWERS,TEMPORARY_CSF_TESTS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.62,0.45,0.8300000000000001,8.0,482.0,PROBABILITY,0.62,0.45,0.8300000000000001,
FE-0091,FT-044,Resistance to CSF outflow,Shunt response,Varied,OR,2.82,NR,NR,NR,7 for 10; 9 for 18; varies,389,272,Fixed-effect Mantel–Haenszel,I²=19%; Q p=0.29,Rout >10 mmHg/mL/min,OR>1 favors response,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; Fig.3/Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,2.82,,,7.0,389.0,RATIO,2.82,,,1.0
FE-0092,FT-044,Resistance to CSF outflow,Shunt response,Varied,PPV,0.7884,NR,NR,NR,varies,389,NR,Derived from pooled 2×2 counts,NR,Rout >10 mmHg/mL/min,Higher=more responders among test-positive,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.7883999999999999,,,,389.0,PROBABILITY,0.7883999999999999,,,
FE-0093,FT-044,Resistance to CSF outflow,Shunt nonresponse,Varied,NPV,0.4318,NR,NR,NR,varies,389,NR,Derived from pooled 2×2 counts,NR,Rout >10 mmHg/mL/min,Low=negative test does not rule out response,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.4318000000000001,,,,389.0,PROBABILITY,0.4318000000000001,,,
FE-0094,FT-044,Resistance to CSF outflow,Shunt response,Varied,OR,3.58,NR,NR,NR,7 for 10; 9 for 18; varies,499,390,Fixed-effect Mantel–Haenszel,I²=70%; Q p=0.002,Rout >12 mmHg/mL/min,OR>1 favors response,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; Fig.3/Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,3.58,,,7.0,499.0,RATIO,3.58,,,1.0
FE-0095,FT-044,Resistance to CSF outflow,Shunt response,Varied,PPV,0.8437,NR,NR,NR,varies,499,NR,Derived from pooled 2×2 counts,NR,Rout >12 mmHg/mL/min,Higher=more responders among test-positive,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.8437000000000001,,,,499.0,PROBABILITY,0.8437000000000001,,,
FE-0096,FT-044,Resistance to CSF outflow,Shunt nonresponse,Varied,NPV,0.3984,NR,NR,NR,varies,499,NR,Derived from pooled 2×2 counts,NR,Rout >12 mmHg/mL/min,Low=negative test does not rule out response,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.3984,,,,499.0,PROBABILITY,0.3984,,,
FE-0097,FT-044,Resistance to CSF outflow,Shunt response,Varied,Sensitivity,0.8026,NR,NR,NR,9,499,NR,Derived from pooled counts,NR,Rout >12 mmHg/mL/min,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; abstract/Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.8026000000000001,,,9.0,499.0,PROBABILITY,0.8026000000000001,,,
FE-0098,FT-044,Resistance to CSF outflow,Shunt response,Varied,Specificity,0.4679,NR,NR,NR,9,499,NR,Derived from pooled counts,NR,Rout >12 mmHg/mL/min,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; abstract/Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.4679,,,9.0,499.0,PROBABILITY,0.4679,,,
FE-0099,FT-044,Resistance to CSF outflow,Shunt response,Varied,OR,2.72,NR,NR,NR,7 for 10; 9 for 18; varies,NÃO EXTRAÍVEL,NÃO EXTRAÍVEL,Fixed-effect Mantel–Haenszel,NR,Rout >15 mmHg/mL/min,OR>1 favors response,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; Fig.3/Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,2.72,,,7.0,,RATIO,2.72,,,1.0
FE-0100,FT-044,Resistance to CSF outflow,Shunt response,Varied,PPV,0.8451,NR,NR,NR,varies,NÃO EXTRAÍVEL,NR,Derived from pooled 2×2 counts,NR,Rout >15 mmHg/mL/min,Higher=more responders among test-positive,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.8451000000000001,,,,,PROBABILITY,0.8451000000000001,,,
FE-0101,FT-044,Resistance to CSF outflow,Shunt nonresponse,Varied,NPV,0.3497,NR,NR,NR,varies,NÃO EXTRAÍVEL,NR,Derived from pooled 2×2 counts,NR,Rout >15 mmHg/mL/min,Low=negative test does not rule out response,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.3496999999999999,,,,,PROBABILITY,0.3496999999999999,,,
FE-0102,FT-044,Resistance to CSF outflow,Shunt response,Varied,OR,2.38,NR,NR,NR,7 for 10; 9 for 18; varies,NÃO EXTRAÍVEL,NÃO EXTRAÍVEL,Fixed-effect Mantel–Haenszel,NR,Rout >18 mmHg/mL/min,OR>1 favors response,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; Fig.3/Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,2.38,,,7.0,,RATIO,2.38,,,1.0
FE-0103,FT-044,Resistance to CSF outflow,Shunt response,Varied,PPV,0.8605,NR,NR,NR,varies,NÃO EXTRAÍVEL,NR,Derived from pooled 2×2 counts,NR,Rout >18 mmHg/mL/min,Higher=more responders among test-positive,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.8605,,,,,PROBABILITY,0.8605,,,
FE-0104,FT-044,Resistance to CSF outflow,Shunt nonresponse,Varied,NPV,0.2684,NR,NR,NR,varies,NÃO EXTRAÍVEL,NR,Derived from pooled 2×2 counts,NR,Rout >18 mmHg/mL/min,Low=negative test does not rule out response,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 2,M2 pp.1–9; Table 2,NO,CONSENSUS_3_REVIEWERS,ROUT_THRESHOLDS,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.2684,,,,,PROBABILITY,0.2684,,,
FE-0105,FT-053,Shunt surgery,Any postoperative improvement,Varied,Pooled/aggregate proportion (%),59,NR,NR,NR,44 review reports / subset varies,NÃO EXTRAÍVEL,NR,Weighted/aggregate narrative synthesis,range 24–100%,,BENEFIT,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 1,M1 pp.205–225; abstract/results,NO,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,59.0,,,44.0,,PROBABILITY,0.59,,,
FE-0106,FT-053,Shunt surgery,Prolonged improvement,Varied,Pooled/aggregate proportion (%),29,NR,NR,NR,44 review reports / subset varies,NÃO EXTRAÍVEL,NR,Weighted/aggregate narrative synthesis,range 10–100%,,BENEFIT,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 1,M1 pp.205–225; abstract/results,YES for 29% conclusion wording,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,29.0,,,44.0,,PROBABILITY,0.29,,,
FE-0107,FT-053,Shunt surgery,Any complication,Varied,Pooled/aggregate proportion (%),38,NR,NR,NR,44 review reports / subset varies,NÃO EXTRAÍVEL,NR,Weighted/aggregate narrative synthesis,NR,,HARM,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 1,M1 pp.205–225; abstract/results,NO,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,38.0,,,44.0,,PROBABILITY,0.38,,,
FE-0108,FT-053,Shunt surgery,Additional surgery,Varied,Pooled/aggregate proportion (%),22,NR,NR,NR,44 review reports / subset varies,NÃO EXTRAÍVEL,NR,Weighted/aggregate narrative synthesis,NR,,HARM,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 1,M1 pp.205–225; abstract/results,NO,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,22.0,,,44.0,,PROBABILITY,0.22,,,
FE-0109,FT-053,Shunt surgery,Permanent neurological deficit or death,Varied,Pooled/aggregate proportion (%),6,NR,NR,NR,44 review reports / subset varies,NÃO EXTRAÍVEL,NR,Weighted/aggregate narrative synthesis,NR,,HARM,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 1,M1 pp.205–225; abstract/results,NO,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,6.0,,,44.0,,PROBABILITY,0.06,,,
FE-0110,FT-053,Radionuclide cisternography,Shunt response,Varied,Sensitivity,0.735,NR,NR,NR,NÃO EXTRAÍVEL,64,NR,Pooled 2×2 counts,NR,Study-specific abnormal cisternography,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 1,M1 pp.205–225; diagnostic-test results,NO,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.735,,,,64.0,PROBABILITY,0.735,,,
FE-0111,FT-053,Radionuclide cisternography,Shunt response,Varied,Specificity,0.3,NR,NR,NR,NÃO EXTRAÍVEL,64,NR,Pooled 2×2 counts,NR,Study-specific abnormal cisternography,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 1,M1 pp.205–225; diagnostic-test results,NO,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.3,,,,64.0,PROBABILITY,0.3,,,
FE-0112,FT-053,Radionuclide cisternography,Shunt response,Varied,PPV,0.543,NR,NR,NR,NÃO EXTRAÍVEL,64,NR,Pooled 2×2 counts,NR,Study-specific abnormal cisternography,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 1,M1 pp.205–225; diagnostic-test results,NO,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.543,,,,64.0,PROBABILITY,0.543,,,
FE-0113,FT-053,Radionuclide cisternography,Shunt response,Varied,NPV,0.5,NR,NR,NR,NÃO EXTRAÍVEL,64,NR,Pooled 2×2 counts,NR,Study-specific abnormal cisternography,Diagnostic accuracy,NR,SYSTEMATIC_REVIEW_COMPONENT,MESCLADOS 1,M1 pp.205–225; diagnostic-test results,NO,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.5,,,,64.0,PROBABILITY,0.5,,,
FE-0114,FT-059,Shunt vs no shunt,Subjective/global symptom improvement,6 months,Risk difference,0.77,0.55,0.9,NR,NR,NÃO EXTRAÍVEL,NR,Controlled Class II study,NR,,Favors shunt,UNADJUSTED,GUIDELINE_EVIDENCE_SYNTHESIS,MESCLADOS 1,M1 pp.182–190; therapeutic evidence,NO,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.77,0.55,0.9,,,DIFFERENCE,0.77,0.55,0.9,0.0
FE-0115,FT-059,Shunt vs no shunt,Gait improvement,6 months,Risk difference,0.59,0.36,0.83,NR,NR,NÃO EXTRAÍVEL,NR,Controlled Class II study,NR,,Favors shunt,UNADJUSTED,GUIDELINE_EVIDENCE_SYNTHESIS,MESCLADOS 1,M1 pp.182–190; therapeutic evidence,NO,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.59,0.36,0.8300000000000001,,,DIFFERENCE,0.59,0.36,0.8300000000000001,0.0
FE-0116,FT-059,Shunting,Serious adverse event risk,Varied,Risk (%),11,NR,NR,NR,NR,NR,NR,Guideline evidence synthesis,NR,,HARM,NR,GUIDELINE_EVIDENCE_SYNTHESIS,MESCLADOS 1,M1 pp.182–190; conclusions,NO,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,11.0,,,,,OTHER,11.0,,,
FE-0117,FT-059,Elevated resistance to CSF outflow,Positive shunt response,Varied,OR,4.39,1.25,16.7,NR,NR,95,NR,Multivariable analysis in one Class II study,NR,Rout ≥18 mmHg/mL/min,Higher Rout predicts response,ADJUSTED,GUIDELINE_EVIDENCE_SYNTHESIS,MESCLADOS 1,M1 p.185; predictor section,NO,CONSENSUS_3_REVIEWERS,BENEFIT_HARM_DURABILITY,REVIEW_LEVEL_OR_SINGLE_STUDY_SUMMARY,SUPPORTING_CONCORDANCE_ONLY,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,4.39,1.25,16.7,,95.0,RATIO,4.39,1.25,16.7,1.0
FE-0118,FT-002,Digit Span backward,Post-shunt mean change,Post-shunt; varied,MD,0.33,0.1,0.55,NR,10,NR,NR,As reported; complementary extraction,I²=64.3%,NR,Not clinically significant,NR,CODEX_COMPLEMENTARY_EXTRACTION,MESCLADOS 1.pdf,191-204,NO,CODEX_COMPLEMENT,COGNITIVE_CHANGE,POOLED_OR_REVIEW_LEVEL_ESTIMATE,ANCHOR_ESTIMATE_FOR_CELL,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,0.3299999999999999,0.1,0.55,10.0,,DIFFERENCE,0.3299999999999999,0.1,0.55,0.0
FE-0119,FT-002,Frontal Assessment Battery,Post-shunt mean change,Post-shunt; varied,MD,1.56,1.04,2.08,NR,24,NR,NR,As reported; complementary extraction,I²=60.0%,NR,"Statistical, not clinically significant by review threshold",NR,CODEX_COMPLEMENTARY_EXTRACTION,MESCLADOS 1.pdf,191-204,NO,CODEX_COMPLEMENT,COGNITIVE_CHANGE,POOLED_OR_REVIEW_LEVEL_ESTIMATE,ANCHOR_ESTIMATE_FOR_CELL,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,1.56,1.04,2.08,24.0,,DIFFERENCE,1.56,1.04,2.08,0.0
FE-0120,FT-002,Trail Making Test B,Post-shunt mean change,Post-shunt; varied,MD,-35.18,-59.91,-10.46,NR,13,NR,NR,As reported; complementary extraction,I²=47.9%,NR,Clinically significant; lower time is better,NR,CODEX_COMPLEMENTARY_EXTRACTION,MESCLADOS 1.pdf,191-204,NO,CODEX_COMPLEMENT,COGNITIVE_CHANGE,POOLED_OR_REVIEW_LEVEL_ESTIMATE,ANCHOR_ESTIMATE_FOR_CELL,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,-35.18,-59.91,-10.46,13.0,,DIFFERENCE,-35.18,-59.91,-10.46,0.0
FE-0121,FT-002,Grooved Pegboard dominant,Post-shunt mean change,Post-shunt; varied,MD,-31.54,-43.47,-19.61,NR,5,NR,NR,As reported; complementary extraction,I²=10.7%,NR,Clinically significant; lower time is better,NR,CODEX_COMPLEMENTARY_EXTRACTION,MESCLADOS 1.pdf,191-204,NO,CODEX_COMPLEMENT,COGNITIVE_CHANGE,POOLED_OR_REVIEW_LEVEL_ESTIMATE,ANCHOR_ESTIMATE_FOR_CELL,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,-31.54,-43.47,-19.610000000000003,5.0,,DIFFERENCE,-31.54,-43.47,-19.610000000000003,0.0
FE-0122,FT-002,Trail Making Test A,Post-shunt mean change,Post-shunt; varied,MD,-22.73,-31.35,-14.11,NR,21,NR,NR,As reported; complementary extraction,I²=16.6%,NR,Clinically significant; lower time is better,NR,CODEX_COMPLEMENTARY_EXTRACTION,MESCLADOS 1.pdf,191-204,NO,CODEX_COMPLEMENT,COGNITIVE_CHANGE,POOLED_OR_REVIEW_LEVEL_ESTIMATE,ANCHOR_ESTIMATE_FOR_CELL,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,-22.73,-31.35,-14.11,21.0,,DIFFERENCE,-22.73,-31.35,-14.11,0.0
FE-0123,FT-002,RAVLT learning,Post-shunt mean change,Post-shunt; varied,MD,5.58,3.77,7.39,NR,12,NR,NR,As reported; complementary extraction,I²=41.3%,NR,"Statistical, below clinical threshold",NR,CODEX_COMPLEMENTARY_EXTRACTION,MESCLADOS 1.pdf,191-204,NO,CODEX_COMPLEMENT,COGNITIVE_CHANGE,POOLED_OR_REVIEW_LEVEL_ESTIMATE,ANCHOR_ESTIMATE_FOR_CELL,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,5.58,3.77,7.39,12.0,,DIFFERENCE,5.58,3.77,7.39,0.0
FE-0124,FT-002,RAVLT delayed,Post-shunt mean change,Post-shunt; varied,MD,1.37,0.86,1.88,NR,11,NR,NR,As reported; complementary extraction,I²=42.9%,NR,"Statistical, below clinical threshold",NR,CODEX_COMPLEMENTARY_EXTRACTION,MESCLADOS 1.pdf,191-204,NO,CODEX_COMPLEMENT,COGNITIVE_CHANGE,POOLED_OR_REVIEW_LEVEL_ESTIMATE,ANCHOR_ESTIMATE_FOR_CELL,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,1.37,0.8600000000000001,1.88,11.0,,DIFFERENCE,1.37,0.8600000000000001,1.88,0.0
FE-0125,FT-002,MoCA,Post-shunt mean change,Post-shunt; varied,MD,1.75,0.79,2.71,NR,7,NR,NR,As reported; complementary extraction,I²=22.4%,NR,"Statistical, below clinical threshold",NR,CODEX_COMPLEMENTARY_EXTRACTION,MESCLADOS 1.pdf,191-204,NO,CODEX_COMPLEMENT,COGNITIVE_CHANGE,POOLED_OR_REVIEW_LEVEL_ESTIMATE,ANCHOR_ESTIMATE_FOR_CELL,NO,Select one anchor review per cell; do not treat overlapping review estimates as independent.,1.75,0.7899999999999999,2.71,7.0,,DIFFERENCE,1.75,0.7899999999999999,2.71,0.0
